Sentence_ID,Sentence_F1,Word,True_Label,Pred_Label,Full_Sentence_Text
986,0.3796,果,0,0,
986,0.3796,小,1,1,
986,0.3796,的,1,1,
986,0.3796,可,0,0,
986,0.3796,以,0,0,
986,0.3796,整,0,3,
986,0.3796,个,0,3,
986,0.3796,入,0,2,
986,0.3796,。,0,0,
997,0.3889,先,0,0,先 皮 朝 下 ， 皮 脂 ， 再 翻 面 。
997,0.3889,皮,1,1,
997,0.3889,朝,0,4,
997,0.3889,下,0,4,
997,0.3889,，,0,0,
997,0.3889,皮,8,1,
997,0.3889,脂,8,1,
997,0.3889,，,0,0,
997,0.3889,再,0,0,
997,0.3889,翻,2,2,
997,0.3889,面,2,2,
997,0.3889,。,0,0,
998,0.3889,先,0,0,先 皮 朝 下 ， 皮 脂 ， 再 翻 面 。
998,0.3889,皮,1,1,
998,0.3889,朝,0,4,
998,0.3889,下,0,4,
998,0.3889,，,0,0,
998,0.3889,皮,8,1,
998,0.3889,脂,8,1,
998,0.3889,，,0,0,
998,0.3889,再,0,0,
998,0.3889,翻,2,2,
998,0.3889,面,2,2,
998,0.3889,。,0,0,
420,0.4,很,0,0,很 香 ！
420,0.4,香,0,1,
420,0.4,！,0,0,
127,0.4057,不,0,0,不 要 着 急 翻 面 ， 一 开 始 肯 定 翻 动 不 了 ， 会 粘 锅 。
127,0.4057,要,0,0,
127,0.4057,着,0,0,
127,0.4057,急,0,0,
127,0.4057,翻,2,2,
127,0.4057,面,2,2,
127,0.4057,，,0,0,
127,0.4057,一,0,0,
127,0.4057,开,0,0,
127,0.4057,始,0,0,
127,0.4057,肯,0,0,
127,0.4057,定,0,0,
127,0.4057,翻,2,2,
127,0.4057,动,0,2,
127,0.4057,不,0,0,
127,0.4057,了,0,0,
127,0.4057,，,0,0,
127,0.4057,会,0,0,
127,0.4057,粘,2,8,
127,0.4057,锅,5,8,
127,0.4057,。,0,0,
562,0.4074,牛,1,1,牛 肉 炒 一 下 断 生 去 腥 。
562,0.4074,肉,1,1,
562,0.4074,炒,2,2,
562,0.4074,一,0,0,
562,0.4074,下,0,0,
562,0.4074,断,4,8,
562,0.4074,生,4,8,
562,0.4074,去,2,8,
562,0.4074,腥,2,8,
562,0.4074,。,0,0,
473,0.4133,味,1,0,味 道 是 很 好 的 黄 豆 粉 。
473,0.4133,道,1,0,
473,0.4133,是,0,0,
473,0.4133,很,4,0,
473,0.4133,好,4,0,
473,0.4133,的,0,0,
473,0.4133,黄,1,1,
473,0.4133,豆,1,1,
473,0.4133,粉,1,1,
473,0.4133,。,0,0,
474,0.4133,味,1,0,味 道 是 更 好 的 黄 豆 粉 。
474,0.4133,道,1,0,
474,0.4133,是,0,0,
474,0.4133,更,4,0,
474,0.4133,好,4,0,
474,0.4133,的,0,0,
474,0.4133,黄,1,1,
474,0.4133,豆,1,1,
474,0.4133,粉,1,1,
474,0.4133,。,0,0,
549,0.4167,拎,2,2,拎 一 个 丢 到 嘴 巴 里 面 。
549,0.4167,一,0,1,
549,0.4167,个,0,1,
549,0.4167,丢,2,2,
549,0.4167,到,0,0,
549,0.4167,嘴,0,1,
549,0.4167,巴,0,1,
549,0.4167,里,0,0,
549,0.4167,面,0,0,
549,0.4167,。,0,0,
418,0.4286,卷,0,2,卷 起 来 ， 开 吃 喽 ！
418,0.4286,起,0,0,
418,0.4286,来,0,0,
418,0.4286,，,0,0,
418,0.4286,开,0,0,
418,0.4286,吃,0,2,
418,0.4286,喽,0,0,
418,0.4286,！,0,0,
438,0.4286,然,0,0,然 后 就 只 要 颠 油 锅 炒 煎 就 好 。
438,0.4286,后,0,0,
438,0.4286,就,0,0,
438,0.4286,只,0,0,
438,0.4286,要,0,0,
438,0.4286,颠,2,2,
438,0.4286,油,5,7,
438,0.4286,锅,5,7,
438,0.4286,炒,2,2,
438,0.4286,煎,4,4,
438,0.4286,就,0,0,
438,0.4286,好,0,0,
438,0.4286,。,0,0,
444,0.4286,靠,0,0,靠 闻 的 。
444,0.4286,闻,2,0,
444,0.4286,的,0,0,
444,0.4286,。,0,0,
457,0.4286,等,0,0,等 到 全 数 凉 透 了 就 好 了 。
457,0.4286,到,0,0,
457,0.4286,全,3,1,
457,0.4286,数,3,1,
457,0.4286,凉,4,4,
457,0.4286,透,4,4,
457,0.4286,了,0,0,
457,0.4286,就,0,0,
457,0.4286,好,0,0,
457,0.4286,了,0,0,
457,0.4286,。,0,0,
1015,0.4286,土,5,1,土 锅 直 接 上 桌 。
1015,0.4286,锅,5,1,
1015,0.4286,直,0,0,
1015,0.4286,接,0,0,
1015,0.4286,上,2,2,
1015,0.4286,桌,2,2,
1015,0.4286,。,0,0,
583,0.4303,（,0,0,（ 关 于 饺 子 颜 色 为 什 么 那 么 漂 亮 ？
583,0.4303,关,0,0,
583,0.4303,于,0,0,
583,0.4303,饺,1,1,
583,0.4303,子,1,1,
583,0.4303,颜,0,1,
583,0.4303,色,0,1,
583,0.4303,为,0,0,
583,0.4303,什,0,0,
583,0.4303,么,0,0,
583,0.4303,那,0,0,
583,0.4303,么,0,0,
583,0.4303,漂,0,4,
583,0.4303,亮,0,4,
583,0.4303,？,0,0,
277,0.4333,用,2,2,用 刀 从 后 面 划 开 。
277,0.4333,刀,5,5,
277,0.4333,从,2,0,
277,0.4333,后,4,1,
277,0.4333,面,4,1,
277,0.4333,划,2,2,
277,0.4333,开,2,2,
277,0.4333,。,0,0,
39,0.4423,黄,4,1,黄 色 面 团 ： 6 0 克 面 粉 加 约 3 0 克 水 ， 多 喝 水 南 瓜 粉 和 成 黄 色 面 团 。
39,0.4423,色,4,1,
39,0.4423,面,1,1,
39,0.4423,团,1,1,
39,0.4423,：,0,0,
39,0.4423,6,3,3,
39,0.4423,0,3,3,
39,0.4423,克,3,3,
39,0.4423,面,1,1,
39,0.4423,粉,1,1,
39,0.4423,加,2,0,
39,0.4423,约,3,3,
39,0.4423,3,3,3,
39,0.4423,0,3,3,
39,0.4423,克,3,3,
39,0.4423,水,1,1,
39,0.4423,，,0,0,
39,0.4423,多,3,3,
39,0.4423,喝,3,3,
39,0.4423,水,3,3,
39,0.4423,南,1,1,
39,0.4423,瓜,1,1,
39,0.4423,粉,1,1,
39,0.4423,和,2,0,
39,0.4423,成,2,0,
39,0.4423,黄,4,1,
39,0.4423,色,4,1,
39,0.4423,面,1,1,
